CustomerID,Age,Gender,AnnualIncome,SpendingScore,Product,ProductPrice
1527,41,Female,40974,1382,Clothes,306.37
1378,22,Female,83626,5357,Sofa,932.6
1249,30,Male,107967,10493,AC,769.32
1484,53,Male,111542,12080,TV,244.01
1334,21,Male,139900,3598,Sofa,281.77
1705,40,Female,39827,11372,Lamp,319.33
1680,70,Male,102086,12450,Clothes,741.71
1527,44,Female,133397,7800,Dustbin,965.94
1366,62,Male,85704,850,Laptop,997.19
1405,36,Male,128121,12121,AC,451.8
1582,60,Male,51852,10577,Lamp,902.85
1703,40,Male,41265,10576,Laptop,615.08
1420,49,Female,41975,12080,Smartphone,808.94
1469,41,Male,82017,10124,Shoes,128.77
1206,56,Male,110061,11104,Smartphone,202.14
1093,53,Female,85991,11179,TV,257.82
1339,63,Female,87146,6097,Sofa,720.97
1957,26,Male,36304,7406,Smartphone,513.39
1861,62,Female,107900,2023,Lamp,12.88
1952,68,Female,131616,6088,Clothes,127.02
1972,63,Female,69538,8284,Sofa,965.42
1297,27,Female,120288,8669,Lamp,462.28
1884,65,Female,128417,4088,Laptop,676.3
1557,60,Male,124900,8904,Shoes,634.73
1674,34,Female,100230,5917,Laptop,500.02
1275,25,Female,127411,404,Shoes,241.51
1584,33,Male,102708,10231,Smartphone,893.76
1973,40,Male,79853,2678,Lamp,657.78
1321,26,Male,35400,3848,Shoes,82.61
1355,53,Male,132107,10332,TV,399.48
1601,58,Female,53790,3087,AC,617.87
1147,55,Female,89355,3015,Shoes,875.42
1407,21,Female,81148,3081,Lamp,989.19
1318,68,Female,31537,6699,TV,339.59
1513,27,Male,42917,8034,Sofa,787.16
1992,20,Male,39833,7004,Dustbin,657.34
1307,40,Female,112064,2403,Shoes,671.72
1148,24,Male,39205,10204,Dustbin,971.19
1191,26,Female,90734,10166,Lamp,198.87
1088,24,Female,148668,122,Laptop,266.85
1187,65,Male,86208,11808,Lamp,241.38
1334,25,Male,91912,5834,AC,166.48
1645,22,Female,31536,2206,Smartphone,100.11
1420,57,Male,73698,5282,AC,710.57
1613,49,Male,65467,1507,Smartphone,916.44
1630,61,Male,130462,2557,TV,470.55
1366,25,Male,107837,6382,TV,266.98
1653,47,Male,84590,7101,AC,471.58
1853,20,Male,99669,1939,AC,924.69
1179,37,Male,38466,10369,TV,792.36
1973,48,Male,94817,4494,Smartphone,145.83
1029,68,Male,131340,6476,Smartphone,873.79
1222,58,Female,107266,1157,Smartphone,877.83
1714,41,Female,98789,4189,Smartphone,881.69
1573,26,Female,141295,7469,AC,581.91
1391,39,Female,127233,3818,Dustbin,943.97
1230,22,Male,47348,11073,AC,910.27
1932,33,Male,36762,9597,Smartphone,434.49
1129,55,Male,113727,7091,AC,650.06
1020,27,Female,31150,7761,AC,100.16
1752,43,Male,145359,2871,Lamp,661.31
1541,21,Female,129178,5930,Laptop,726.77
1967,65,Female,48113,10493,Shoes,54.42
1150,49,Female,115942,5852,Smartphone,522.79
1195,19,Female,86824,9111,Smartphone,878.03
1731,60,Female,127450,5268,Dustbin,183.19
1000,65,Female,140356,11638,Shoes,223.33
1536,38,Male,145595,10325,Shoes,110.44
1469,56,Female,119939,252,Sofa,378.74
1603,50,Female,45074,984,TV,416.76
1434,69,Female,60227,6553,Laptop,772.32
1018,35,Female,140823,1842,Dustbin,760.99
1800,27,Male,66476,269,AC,748.89
1773,48,Male,67040,7213,Laptop,980.77
1584,63,Female,117872,3012,Dustbin,201.45
1734,43,Female,109634,5251,Smartphone,361.16
1657,18,Female,98831,10050,Shoes,878.52
1720,19,Male,48419,10007,Laptop,901.18
1482,70,Male,90405,5962,Sofa,26.69
1781,61,Female,135478,4609,TV,659.41
1787,39,Female,38540,10015,AC,673.29
1771,62,Male,128771,2630,Clothes,324.55
1410,50,Female,54347,6743,Smartphone,597.17
1331,61,Male,59233,9831,AC,194.09
1990,24,Male,128192,10704,Shoes,352.47
1180,19,Female,141031,12352,Sofa,786.6
1869,54,Female,130899,6637,Smartphone,559.89
1769,51,Female,90740,9409,TV,140.15
1389,19,Female,73835,3041,AC,568.84
1198,27,Female,92547,11197,Sofa,58.58
1180,33,Female,121929,4297,Clothes,263.25
1713,33,Female,95670,9552,Dustbin,625.26
1723,60,Male,134188,1810,Smartphone,350
1468,37,Female,107757,5622,Shoes,272.82
1119,41,Male,127845,7166,Shoes,540.15
1118,29,Female,88491,1134,Shoes,902.38
1549,68,Male,113307,8771,Shoes,120.64
1215,24,Male,125180,6910,Shoes,405.87
1627,33,Female,44212,10340,Dustbin,861.24
1747,67,Male,90705,9757,Lamp,81.66
1328,55,Male,57861,8545,Shoes,646.65
1211,18,Female,41848,4937,Clothes,197.38
1213,50,Male,78483,7888,AC,635.9
1098,68,Male,125807,6242,Shoes,392.64
1253,30,Male,75620,11277,Shoes,375.08
1234,59,Male,109218,11483,Smartphone,611.45
1650,41,Female,67965,6438,Dustbin,195.16
1583,67,Male,86586,8297,TV,930.1
1793,31,Female,38515,7194,Clothes,979.61
1940,54,Male,49652,9459,Clothes,18.06
1744,22,Female,130899,11020,Smartphone,627.64
1997,45,Male,108648,8561,Dustbin,248.05
1841,50,Female,119892,5160,Lamp,245.46
1568,58,Male,103300,10732,Dustbin,351.24
1448,55,Female,114325,4130,Dustbin,452.5
1105,44,Female,84803,11037,Smartphone,41.7
1115,36,Female,138271,8926,Sofa,859.46
1301,18,Female,142223,347,Sofa,12.76
1869,54,Male,106249,12323,Smartphone,656.02
1715,22,Male,73304,1265,Clothes,808.75
1475,65,Female,88482,882,Shoes,944.37
1880,28,Female,127857,8932,Sofa,906.59
1729,59,Male,56441,5326,Smartphone,335.95
1717,58,Male,52461,5448,TV,640.97
1672,38,Male,133702,6139,Laptop,316.75
1369,27,Female,45651,5407,Clothes,21.35
1008,60,Male,69127,5819,Laptop,78.08
1073,18,Female,58312,4065,Sofa,152.25
1232,27,Male,92862,444,Lamp,924.46
1595,28,Female,129250,12058,Clothes,337.6
1592,20,Male,145108,11693,Shoes,935.12
1793,25,Male,40718,5165,TV,85.19
1758,37,Female,149853,12017,Sofa,970.94
1927,56,Female,34814,3763,Clothes,617.53
1099,32,Male,99731,2659,Dustbin,550.18
1658,19,Male,127542,7499,TV,751.03
1079,52,Male,109385,6667,Lamp,560.85
1843,37,Female,93945,7797,Smartphone,554.61
1108,55,Female,118274,3728,Sofa,307.04
1535,19,Male,149593,2036,Clothes,735.45
1384,36,Male,53534,10181,Laptop,32.1
1647,37,Male,55945,2772,Shoes,306.19
1436,61,Male,53984,1772,Dustbin,763.78
1756,64,Male,34338,3627,AC,474.25
1755,49,Female,77848,459,TV,122.48
1603,45,Male,31231,4543,Smartphone,167.39
1911,40,Male,73468,3223,Shoes,467.26
1053,52,Male,124093,1211,Sofa,136.52
1913,68,Female,79094,554,Shoes,530.89
1502,44,Male,91058,1441,Shoes,112.97
1470,58,Male,131815,10044,AC,496.71
1371,30,Female,38369,10022,AC,948.49
1905,69,Male,123093,10588,TV,991.94
1235,34,Male,45934,6667,Sofa,861.06
1671,50,Female,91644,5671,Shoes,670.43
1153,21,Male,143967,8477,Dustbin,276.03
1613,61,Male,120373,10677,Lamp,483.53
1273,66,Female,118897,3273,TV,473.61
1556,70,Male,92153,9216,AC,345.09
1155,34,Male,108946,3091,TV,922.41
1567,65,Female,37685,2289,Dustbin,987.37
1458,25,Male,147802,10440,Shoes,389.95
1333,60,Female,144188,821,AC,818.79
1400,56,Female,30162,10454,Laptop,388.94
1091,32,Male,105079,186,TV,296.63
1284,58,Male,140841,7764,Smartphone,281.55
1209,40,Female,35338,11936,AC,717.08
1655,55,Female,109135,11480,Smartphone,830.54
1396,35,Male,131380,9131,Smartphone,708.31
1724,66,Female,112862,252,Clothes,46.2
1356,28,Male,34448,564,Smartphone,987.68
1314,54,Male,36763,5578,Sofa,421.65
1664,53,Female,92139,4106,Shoes,823.28
1937,26,Male,130584,11872,Lamp,332.51
1194,40,Female,105270,11762,Laptop,981.54
1461,57,Female,52106,2119,Clothes,562.61
1077,51,Male,104126,12203,Laptop,603.14
1999,30,Male,138630,6994,Sofa,245.59
1447,38,Female,72124,3753,Laptop,494.8
1443,67,Male,124168,3759,Sofa,598.55
1734,38,Female,99948,10860,Lamp,159.18
1563,30,Female,123338,5835,TV,229.56
1244,22,Male,85337,4590,AC,38.06
1899,37,Male,46253,10824,Smartphone,436.71
1034,40,Female,95547,351,AC,688.23
1094,31,Female,81848,10654,Clothes,377.8
1102,69,Male,131997,8867,Laptop,597
1736,31,Male,84575,4046,TV,113.8
1694,48,Male,116887,1374,Laptop,244.3
1702,69,Female,125160,12435,TV,671.19
1681,32,Male,133196,7000,TV,402.2
1876,57,Male,101785,12308,Shoes,945.32
1386,24,Male,134376,11945,Laptop,182.42
1478,59,Female,54688,9266,Dustbin,109.2
1930,42,Male,144182,8294,AC,686.91
1461,51,Female,52252,11116,AC,284.3
1862,38,Male,83433,9499,Dustbin,944.57
1906,33,Male,37063,9184,Dustbin,321.79
1946,33,Male,91759,7340,Dustbin,510.78
1115,42,Female,136963,10669,Sofa,874.52
1932,44,Male,126868,1265,Laptop,687.82
1711,32,Male,70346,2049,Dustbin,473.52
1610,47,Female,90348,3341,AC,867.02
1206,57,Female,98671,3632,Lamp,484.39
1392,55,Female,115730,3788,Laptop,670.06
1767,62,Male,66176,7954,AC,423.67
1353,42,Male,101927,1130,Lamp,823.06
1395,31,Male,57706,8867,Sofa,117.2
1602,49,Male,82844,180,Lamp,391.97
1085,59,Female,56805,1925,AC,652.59
1013,29,Male,134672,5136,Laptop,428.38
1546,60,Female,102506,10516,Shoes,284.63
1491,21,Female,127035,12279,Dustbin,846.93
1740,63,Male,51659,5378,Lamp,282.92
1695,47,Male,115777,6577,Clothes,272.95
1766,30,Male,75867,4465,AC,874.14
1649,30,Male,131803,8530,Laptop,460.55
1050,20,Male,59302,6585,Lamp,853.48
1484,64,Female,104984,1161,Lamp,933.68
1135,64,Male,55615,5823,Smartphone,429.46
1898,41,Female,88869,1361,Lamp,144.4
1387,58,Female,48958,1928,TV,662.35
1590,21,Male,98738,2837,Clothes,854.13
1232,31,Male,88894,3900,Shoes,951.36
1702,69,Male,64538,2588,Lamp,452.53
1327,21,Male,140078,9357,Smartphone,366.64
1663,33,Male,127428,549,Lamp,694.37
1736,43,Female,57787,6559,Shoes,581.89
1203,36,Male,35556,11488,Smartphone,515.82
1065,66,Male,39840,4623,Dustbin,943.55
1912,33,Male,65121,2200,Dustbin,188.81
1682,18,Female,32534,10614,Laptop,320.83
1206,27,Female,38872,8085,Clothes,450.85
1597,23,Female,77394,4123,Lamp,739.72
1107,68,Female,76263,8142,Shoes,925.75
1605,19,Female,60248,6979,Shoes,144.55
1302,63,Male,37739,5350,Smartphone,899.6
1547,23,Female,145746,5307,Clothes,631.72
1224,42,Male,110990,11960,TV,314.39
1727,27,Male,59756,12035,Lamp,454.62
1458,29,Female,112978,9633,Smartphone,181.22
1336,27,Male,87483,4289,Laptop,419.7
1552,31,Female,86295,4918,TV,454.69
1734,54,Male,92406,232,TV,937.6
1077,38,Female,105845,5699,TV,753.88
1279,37,Male,32137,7180,Clothes,816.84
1283,52,Male,119093,8901,Laptop,395.29
1840,62,Male,92419,6466,Smartphone,557.07
1709,33,Male,90233,10774,Shoes,337.19
1418,33,Female,53836,4638,Shoes,312.66
1801,69,Male,51438,2961,Dustbin,195.15
1223,69,Male,91236,4236,Lamp,858.52
1602,27,Female,37393,2770,Smartphone,514.58
1924,56,Male,149082,10055,Sofa,95.07
1056,36,Male,115592,3634,Dustbin,641.63
1208,50,Female,92565,2206,Laptop,309.73
1920,70,Male,109601,1482,Laptop,887.27
1793,42,Male,110135,10934,Smartphone,400.25
1423,55,Male,92723,9612,Smartphone,244.55
1328,27,Male,142710,5706,Dustbin,232.26
1329,45,Female,32475,10286,Shoes,202.62
1619,69,Male,94766,11741,AC,466.15
1405,55,Female,48383,6343,Laptop,813.26
1810,59,Male,33160,4800,AC,701.1
1081,59,Male,82637,7495,Clothes,638.71
1949,49,Male,138992,179,Sofa,231.38
1895,53,Male,46513,2251,Sofa,667.69
1281,20,Female,43882,7083,Dustbin,778.4
1521,42,Female,40343,7395,Shoes,213.36
1867,27,Male,55614,7986,Lamp,231.18
1793,54,Male,107636,7274,Shoes,340.53
1792,62,Female,45411,9435,Laptop,508.09
1230,37,Female,140948,4169,AC,833.41
1699,54,Male,126874,1230,Shoes,15.32
1628,19,Female,84057,10719,Dustbin,570.53
1745,19,Male,67225,4330,Smartphone,673.86
1448,53,Female,136369,9389,Shoes,52.5
1119,46,Male,120134,7570,Dustbin,887.72
1760,57,Male,42776,10570,Dustbin,290.74
1288,55,Male,34879,186,Clothes,346.63
1875,33,Female,149538,10862,Clothes,623.13
1986,57,Female,44155,5617,Laptop,583.95
1865,63,Male,40297,4642,Shoes,283.66
1638,21,Female,106640,9258,Smartphone,46.91
1622,19,Male,69410,6153,Clothes,39.38
1975,29,Female,43941,8081,Clothes,977.08
1687,70,Male,112584,1321,Clothes,272.66
1317,61,Female,126376,7884,Lamp,408.54
1691,64,Female,56033,8736,Dustbin,364.2
1602,43,Male,96265,10062,Clothes,761.14
1687,68,Male,122220,10299,TV,602.5
1315,34,Female,91810,5420,Clothes,479.64
1660,53,Female,108822,11118,AC,487.36
1374,57,Female,45261,6057,Dustbin,415.01
1867,20,Female,49137,9143,Clothes,568.9
1392,35,Male,111950,5954,AC,997.22
1022,64,Male,48584,351,Sofa,54.09
1343,39,Female,99603,12167,Shoes,237.94
1506,31,Male,103294,9447,Laptop,300.61
1130,47,Male,76665,11015,Laptop,73.6
1975,22,Female,70348,8524,Sofa,135.09
1076,61,Male,102799,4097,Dustbin,631.79
1956,27,Male,41687,5511,Shoes,99.14
1045,43,Female,73696,433,Lamp,480.59
1074,52,Male,107918,9312,Lamp,893.37
1849,48,Male,135085,3147,Sofa,934.09
1149,34,Female,40474,10665,Laptop,13.33
1806,19,Male,58862,1869,Laptop,757.89
1223,38,Male,53647,705,Laptop,132.83
1387,51,Female,93569,11686,AC,335.42
1676,59,Female,113592,1081,Dustbin,243.53
1507,63,Male,134054,1473,Clothes,460.47
1579,33,Male,141369,4679,Lamp,672.56
1837,28,Male,140761,11188,TV,738.03
1327,33,Female,134311,8522,TV,480.8
1040,20,Male,72998,11735,Shoes,873.35
1629,60,Female,113320,6163,AC,385.21
1281,21,Female,85038,8118,Shoes,671.01
1503,51,Male,55138,7448,Clothes,486.49
1202,33,Female,99905,6328,Sofa,453.13
1577,55,Female,106729,1665,Lamp,764.22
1102,41,Male,100275,11831,Shoes,15.59
1724,20,Female,85524,2626,AC,676.11
1713,45,Male,67126,2047,Sofa,875.06
1864,23,Female,69745,1477,Smartphone,386.17
1176,68,Female,99999,5282,Clothes,281.23
1749,57,Male,129260,5392,Dustbin,787.59
1295,70,Female,144467,10619,Dustbin,137.29
1488,33,Female,104333,5932,Laptop,107.06
1063,68,Female,71400,5865,Clothes,302
1942,34,Male,94197,7098,Dustbin,536.11
1947,29,Male,67798,9916,Laptop,328.03
1792,58,Female,102985,1488,Laptop,614.36
1991,57,Male,67461,9360,TV,545.22
1308,54,Female,137139,8116,Sofa,890.13
1324,62,Female,118624,5896,Sofa,400.88
1211,39,Male,98016,9056,TV,447.69
1641,45,Male,75586,8824,Dustbin,461.35
1581,38,Male,32437,6001,Laptop,696.54
1393,47,Female,126757,3529,Dustbin,108.68
1497,46,Male,69458,10531,Dustbin,635.69
1797,36,Male,146525,1591,Sofa,755.92
1812,54,Female,83584,6092,Sofa,106.25
1186,61,Male,43470,12029,Dustbin,561.85
1324,66,Male,55446,9200,Clothes,428.38
1787,30,Male,118700,10680,Smartphone,96.44
1271,52,Female,46184,144,Sofa,149.22
1288,57,Male,92491,7110,Clothes,187.89
1831,31,Male,83356,9747,Sofa,882.31
1935,39,Male,96528,7028,Clothes,586.26
1559,37,Male,83155,456,AC,917.57
1201,31,Male,72093,7866,Clothes,221.34
1927,69,Female,76959,2494,Shoes,15.37
1766,45,Male,62169,6810,Shoes,655.11
1637,41,Male,118592,1391,TV,676.04
1941,51,Female,54812,6274,Sofa,156.29
1510,23,Male,63294,11567,TV,912.75
1888,52,Male,127996,319,Shoes,82.6
1755,40,Female,96959,7726,Lamp,201.62
1964,52,Male,41674,333,Clothes,109.58
1667,26,Female,80962,4192,Lamp,46.85
1548,65,Female,124455,152,Dustbin,297.53
1077,40,Female,38276,7701,Dustbin,547.54
1530,48,Male,123523,741,Dustbin,230.59
1803,44,Female,31444,7908,Laptop,804.41
1674,44,Male,50988,2133,Sofa,367.57
1625,31,Male,129256,4406,Lamp,744.08
1807,22,Female,93921,10447,AC,782.25
1224,53,Male,37588,1495,Dustbin,929.82
1614,43,Male,140471,6022,Laptop,150.9
1023,60,Male,120410,3400,Laptop,319.32
1761,55,Female,36237,11543,TV,297.64
1220,53,Male,79533,3714,AC,474.48
1206,22,Male,60554,5246,Lamp,724.84
1243,37,Female,136276,11543,Clothes,281.05
1646,50,Male,124559,8270,AC,228.14
1807,40,Male,137211,7376,Smartphone,881.69
1623,61,Female,43989,9885,TV,953.37
1349,23,Male,53348,236,Sofa,565.53
1378,42,Male,81118,11150,Dustbin,798.62
1524,50,Female,91064,7822,Smartphone,624.76
1150,30,Female,70609,8825,Clothes,18.7
1440,64,Male,148274,1112,AC,166.57
1800,30,Female,120461,4523,AC,315.51
1195,62,Male,59656,2485,AC,594.71
1555,70,Female,127765,946,AC,623.05
1148,55,Male,65242,9986,Smartphone,994.1
1542,43,Female,85584,6319,Clothes,117.74
1281,34,Male,131412,4103,Sofa,404.06
1709,44,Female,116719,829,AC,602.79
1244,28,Male,132852,698,Shoes,20.97
1275,58,Male,105579,9712,AC,312.1
1499,28,Male,37857,6715,Lamp,512.65
1395,55,Female,115115,11241,TV,900.47
1730,58,Male,135805,472,TV,256.66
1057,60,Female,36464,10284,Clothes,255.93
1825,47,Male,61011,11224,Dustbin,884.12
1663,70,Female,149585,5838,Laptop,220.66
1231,51,Male,136580,2641,TV,961.42
1023,68,Male,148552,7277,Sofa,112.85
1214,67,Male,88009,8548,Lamp,621.67
1299,53,Male,109317,1252,Lamp,294.02
1800,65,Female,117184,5024,Sofa,647.64
1804,40,Male,131643,8600,Smartphone,292.05
1624,21,Female,140491,4172,AC,620.81
1777,67,Male,64735,8729,Dustbin,693.12
1280,31,Female,30589,6445,Dustbin,128.26
1488,51,Female,47281,11340,Clothes,723.54
1645,38,Male,95111,8087,AC,813.03
1523,28,Female,97345,2775,TV,989.94
1804,40,Female,97128,5715,Sofa,999.41
1303,48,Male,83393,4292,Sofa,368.84
1089,20,Female,140185,12173,Dustbin,122.66
1366,21,Female,37984,4257,Clothes,192.56
1051,68,Female,145218,7316,Shoes,155.62
1378,42,Female,98382,3976,AC,406.29
1140,51,Female,73112,5444,Sofa,318.03
1103,53,Female,43595,288,Smartphone,990.82
1044,52,Female,104841,2351,Clothes,817.74
1418,42,Female,66646,8285,Lamp,490.56
1255,69,Female,144161,11300,TV,64.73
1567,40,Female,123914,398,Clothes,497.49
1155,28,Male,126732,9102,TV,310.09
1058,32,Male,57161,6088,TV,31.98
1450,37,Male,108056,12116,Laptop,351.56
1685,21,Male,123819,10455,TV,511.29
1702,36,Male,70788,4171,Dustbin,731.5
1623,62,Male,128420,2040,Sofa,851.94
1183,55,Female,109181,2928,Clothes,383.55
1424,69,Male,100761,9621,Sofa,987.57
1582,20,Male,97048,6933,Shoes,884.63
1276,52,Male,44343,10797,Clothes,12.57
1687,64,Male,106541,1531,Sofa,754.5
1943,47,Female,30611,2028,Laptop,948.43
1818,50,Male,57897,8222,Smartphone,16.08
1268,53,Male,140245,4818,Lamp,963.2
1954,51,Male,124511,4390,Smartphone,776.7
1012,32,Male,144334,1873,Sofa,948.16
1757,47,Female,42122,10218,Sofa,222.68
1115,38,Female,122707,8416,Clothes,157.62
1827,67,Male,128327,922,Sofa,211.91
1733,54,Female,70102,7795,Dustbin,810.61
1601,60,Female,82960,6916,AC,806.1
1724,35,Male,125339,246,AC,46.57
1991,70,Female,66782,4818,AC,334.74
1347,52,Male,136034,11393,Laptop,476.56
1659,22,Female,116392,2462,Laptop,468.47
1368,70,Female,127655,5672,Sofa,556.3
1281,62,Male,90033,2426,Lamp,430.37
1405,67,Male,50378,11421,TV,802.7
1425,61,Male,149159,3608,Smartphone,238.84
1248,70,Male,125190,11429,Lamp,936.17
1081,57,Male,76268,9454,AC,996.84
1171,18,Male,30790,9253,Smartphone,344.93
1768,51,Male,100128,8972,Shoes,365.23
1189,20,Female,38011,8656,Lamp,443.59
1638,41,Male,77607,703,Dustbin,166.52
1470,68,Male,97596,11572,Shoes,134.53
1723,65,Male,85016,9311,Clothes,112.84
1027,51,Male,106373,8816,TV,509.15
1082,23,Female,96420,5395,Sofa,56.6
1698,20,Female,48761,6459,Sofa,767.89
1050,50,Male,49634,1428,Shoes,926.85
1138,36,Female,104145,6876,Lamp,917.04
1576,52,Female,127179,7233,Shoes,563.62
1885,59,Female,77152,3238,Laptop,334
1403,36,Female,147844,7519,Laptop,760.67
1329,69,Male,107023,10203,Lamp,128.18
1327,44,Female,43759,2466,Smartphone,878.29
1306,63,Male,149152,2605,Dustbin,452.93
1999,51,Male,80081,1248,Laptop,503.12
1856,39,Male,145680,7683,Clothes,86.97
1096,34,Female,144344,560,Shoes,656.25
1811,53,Male,135372,9340,Shoes,347.83
1237,30,Female,36199,12226,Laptop,893.74
1301,47,Female,72382,2410,Sofa,466.62
1699,38,Male,138463,9605,Smartphone,460.16
1369,23,Female,80721,7846,Smartphone,230.48
1453,59,Male,57811,5125,Dustbin,737.45
1682,29,Female,148916,11036,Shoes,824.03
1759,26,Male,58675,3337,Dustbin,112.16
1851,52,Male,97655,6527,AC,784.15
1369,20,Male,87847,1935,Dustbin,449.6
1706,55,Male,89931,5321,Clothes,245.85
1829,19,Male,85667,5795,Smartphone,131.28
1731,25,Male,51403,6584,Sofa,179.32
1663,47,Female,65571,2694,TV,545.78
1453,23,Male,106135,9219,Shoes,193.25
1521,23,Male,124255,5588,Laptop,129.63
1247,56,Male,37394,11492,Dustbin,601.05
1617,20,Male,92544,10741,Laptop,71.83
1338,35,Male,138604,4561,Clothes,56.82
1988,48,Female,80756,4669,Clothes,344.11
1868,34,Male,48786,8284,Lamp,842.94
1142,63,Male,103426,6225,TV,596.92
1449,60,Female,110298,7225,TV,411.13
1655,29,Female,52314,9532,Smartphone,236.53
1244,61,Male,64812,4056,Shoes,818.74
1805,70,Male,70224,10029,Sofa,194.16
1853,58,Male,88707,6060,Dustbin,878.02
1739,66,Female,63673,6597,Shoes,361.86
1171,34,Male,136491,796,Smartphone,123.73
1927,55,Male,34108,11193,Dustbin,624.11
1162,68,Male,123704,6714,Smartphone,708.78
1735,50,Male,120286,7313,Sofa,295.29
1085,67,Female,142968,3648,Shoes,463.48
1216,62,Male,105199,3745,Clothes,781.08
1932,20,Male,53641,7864,Clothes,603.37
1885,20,Male,56825,9597,Laptop,545.1
1383,56,Male,146736,1497,Sofa,364.73
1215,48,Female,30881,5137,Shoes,702.64
1351,22,Male,44802,10135,Sofa,316.03
1662,23,Female,79315,1723,Dustbin,979.27
1207,46,Male,61749,10666,Sofa,392.31
2000,54,Male,112526,3941,Sofa,336.81
1712,59,Female,113292,10444,Dustbin,218.88
1123,59,Male,37447,1833,Sofa,53.39
1934,61,Male,78020,5835,Laptop,754.75
1022,70,Female,41016,5769,Clothes,37.39
1875,66,Female,121097,9364,TV,683.28
1575,26,Male,72011,2823,TV,480.6
1888,57,Male,46747,5037,Dustbin,218.6
1774,31,Male,46936,7141,Lamp,490.3
1673,20,Male,113322,3256,Laptop,897.02
1474,45,Female,119012,9315,Shoes,713.71
1272,34,Female,38255,867,Dustbin,755.26
1549,25,Male,30831,8209,Lamp,470.58
1026,42,Female,67546,2885,Sofa,892.45
1637,51,Female,74455,11626,Sofa,400.29
1593,57,Female,99665,1020,Sofa,397.31
1645,46,Male,75747,4384,Dustbin,290.78
1344,23,Female,112008,8090,Sofa,416.02
1838,68,Female,112721,5256,Sofa,837.35
1092,47,Male,143699,5002,AC,718.79
1938,60,Male,74752,6928,Clothes,272.84
1378,47,Male,56902,8479,Shoes,116.21
1844,26,Male,107222,8466,Lamp,287.7
1414,34,Male,138738,217,Smartphone,712.15
1968,25,Male,90977,1617,Dustbin,739.39
1596,30,Female,140463,8965,Dustbin,371.16
1643,38,Male,105538,3349,Dustbin,126.26
1635,66,Female,35313,11778,Dustbin,19.61
1612,41,Male,76430,2631,Clothes,887.11
1089,70,Male,100053,4646,Dustbin,523.01
1879,30,Male,127973,3991,Laptop,982.99
1458,27,Male,94097,9696,Shoes,511.37
1805,47,Female,135007,10436,TV,951.21
1009,70,Male,93365,3553,Smartphone,486.31
1752,19,Female,147717,4927,Shoes,474.6
1098,49,Female,56118,2960,Shoes,418.25
1519,61,Female,48332,6106,Smartphone,314.76
1125,34,Female,111258,3005,Dustbin,134.64
1648,37,Female,99620,7879,Clothes,720
1744,58,Female,110376,8220,Sofa,695.28
1790,30,Male,65873,6781,AC,465.52
1860,26,Male,91519,9112,TV,438.42
1184,39,Female,98016,950,AC,551.75
1761,18,Male,106108,12244,Dustbin,174.32
1721,21,Male,133642,7564,Dustbin,100.99
1872,50,Male,37573,2733,TV,415.75
1305,59,Male,67674,9190,Lamp,989.52
1695,70,Male,142559,11985,AC,777.81
1663,30,Female,88188,3894,Sofa,517.8
1195,46,Female,86018,11638,Smartphone,641.75
1825,53,Male,44568,5939,TV,15.55
1845,23,Female,115415,3454,Lamp,317.15
1469,67,Female,135358,7936,Shoes,879.06
1618,27,Male,121445,1446,Sofa,512.85
1440,62,Female,85911,5476,Dustbin,970.6
1821,33,Male,34609,3790,Lamp,987.12
1686,25,Male,92557,3625,Smartphone,163.68
1742,21,Female,139594,10107,Clothes,175.39
1491,53,Male,117870,1121,Lamp,687.98
1138,69,Female,40272,8282,Sofa,16.2
1165,27,Female,63379,10561,TV,487.4
1648,66,Male,84876,8703,Sofa,238.96
1928,60,Male,86985,11402,Dustbin,416.54
1012,45,Male,43624,384,Laptop,342.6
1788,48,Female,82562,10445,AC,511.66
1451,52,Female,79267,9648,Lamp,351.78
1855,54,Male,116632,9280,Clothes,41.18
1670,46,Male,45805,1749,Dustbin,518.4
1336,69,Male,112826,6850,Smartphone,191.62
1577,55,Female,103822,4875,Clothes,517
1344,58,Female,123431,1736,Dustbin,319.25
1058,25,Male,131713,2240,TV,878.9
1799,61,Female,40035,11042,Shoes,60.91
1678,40,Male,92976,1989,TV,670.4
1112,60,Female,129518,4402,Smartphone,475.68
1903,58,Female,125526,11567,AC,869.65
1059,48,Female,75589,3319,Lamp,893.52
1065,35,Female,84550,1781,Lamp,609.75
1491,43,Male,59319,9791,Shoes,505.54
1066,50,Male,48679,6546,Smartphone,83.16
1439,37,Male,100611,6700,Shoes,571.75
1636,48,Female,77371,3377,AC,175.84
1122,67,Male,122424,5062,Shoes,387.37
1737,42,Male,67096,527,Dustbin,761.81
1775,48,Male,97986,2785,Dustbin,280.82
1780,47,Female,30275,5380,Sofa,569.41
1968,46,Male,116870,12250,AC,637.08
1613,29,Female,32183,11885,Sofa,835.73
1597,19,Male,142644,3396,Smartphone,765.91
1600,23,Male,69808,5292,Lamp,925.68
1643,20,Male,50424,7457,Shoes,401.38
1187,37,Male,126518,11365,AC,135.88
1872,37,Male,91020,828,AC,659.87
1229,34,Female,71012,5119,Shoes,571.98
1550,53,Female,140963,10677,Dustbin,347.04
1729,66,Female,128437,1970,TV,769.77
1255,66,Female,56785,4213,Smartphone,166.05
1899,23,Male,48549,8144,Shoes,333.06
1609,36,Male,107577,8355,Shoes,803.12
1168,62,Female,138689,6155,AC,228.28
